original,phonetic,syllables,syl_number,word_len
зарлана,зарлана,CVS-SV-SV,3,7
ниндидер,ниндидер,SVS-CV-CVS,3,8
комиссияләрдә,комиссиjаләрдә,CV-SVC-CV-SV-SVS-CV,6,14
эшләп,эшләп,VC-SVC,2,5
йөри,jөри,SV-SV,2,4
кышын,кышын,CV-CVS,2,5
бер,бер,CVS,1,3
ике,ике,V-CV,2,3
айга,аjга,VS-CV,2,4
курортка,курортка,CV-SVSC-CV,3,8
китә,китә,CV-CV,2,4
йә,jә,SV,1,2
булмаса,булмаса,CVS-SV-CV,3,7
үзе,үзе,V-CV,2,3
кебек,кебек,CV-CVC,2,5
погоннарын,погоннарын,CV-CVS-SV-SVS,4,10
салган,салган,CVS-CVS,2,6
полковниклар,полковниклар,CVS-CVC-SVC-SVS,4,12
белән,белән,CV-SVS,2,5
төннәр,төннәр,CVS-SVS,2,6
буе,буjы,CV-SV,2,4
карта,карта,CVS-CV,2,5
сугып,сугып,CV-CVC,2,5
утыра,утыра,V-CV-SV,3,5
ә,ә,V,1,1
җәйгә,җәjгә,CVS-CV,2,5
чыккач,чыккач,CVC-CVC,2,6
машинасына,машинасына,SV-CV-SV-CV-SV,5,10
хатынын,хатынын,CV-CV-SVS,3,7
бала,бала,CV-SV,2,4
чагаларын,чагаларын,CV-CV-SV-SVS,4,9
утырта,утырта,V-CVS-CV,3,6
да,да,CV,1,2
йә,jә,SV,1,2
кырымга,кырымга,CV-SVS-CV,3,7
йә,jә,SV,1,2
хатынының,хатынының,CV-CV-SV-SVS,4,9
урыс,урыс,V-SVC,2,4
туганнарына,туганнарына,CV-CVS-SV-SV-SV,5,11
саратовка,саратовка,CV-SV-CVC-CV,4,9
китеп,китеп,CV-CVC,2,5
бара,бара,CV-SV,2,4
суфиян,суфиjан,CV-CV-SVS,3,7
сугышка,сугышка,CV-CVC-CV,3,7
чаклы,чаклы,CVC-SV,2,5
ук,ук,VC,1,2
әле,әле,V-SV,2,3
саратовта,саратовта,CV-SV-CVC-CV,4,9
хезмәт,хезмәт,CVC-SVC,2,6
иткән,иткән,VC-CVS,2,5
чагында,чагында,CV-CVS-CV,3,7
марҗа,марҗа,SVS-CV,2,5
кызына,кызына,CV-CV-SV,3,6
өйләнгән,өjләнгән,VS-SVS-CVS,3,8
иде,иде,V-CV,2,3
һәм,һәм,CVS,1,3
акъәбинең,акәбинең,V-CV-CV-SVS,4,8
ул,ул,VS,1,2
чакта,чакта,CVC-CV,2,5
моңа,моңа,SV-SV,2,4
күңеле,күңеле,CV-SV-SV,3,6
бик,бик,CVC,1,3
тә,тә,CV,1,2
сыкранган,сыкранган,CVC-SVS-CVS,3,9
иде,иде,V-CV,2,3
ә,ә,V,1,1
каладан,каладан,CV-SV-CVS,3,7
йөз,jөз,SVC,1,3
егерме,jегерме,SV-CVS-SV,3,7
чакрымда,чакрымда,CVC-SVS-CV,3,8
гына,гына,CV-SV,2,4
торган,торган,CVS-CVS,2,6
юлкотлы,jулкотлы,SVS-CVC-SV,3,8
читтә,читтә,CVC-CV,2,5
кала,кала,CV-SV,2,4
әнисе,әнисе,V-SV-CV,3,5
карчыкның,карчыкның,CVS-CVC-SVS,3,9
алар,алар,V-SVS,2,4
өчен,өчен,V-CVS,2,4
генә,генә,CV-SV,2,4
дип,дип,CVC,1,3
саклаган,саклаган,CVC-SV-CVS,3,8
казлары,казлары,CVC-SV-SV,3,7
келәтендә,келәтендә,CV-SV-CVS-CV,4,9
шул,шул,CVS,1,3
килеш,килеш,CV-SVC,2,5
эленеп,эленеп,V-SV-SVC,3,6
тора,тора,CV-SV,2,4
полковникның,полковникның,CVS-CVC-SVC-SVS,4,12
кереп,кереп,CV-SVC,2,5
туган,туган,CV-CVS,2,5
авылын,аwылын,V-SV-SVS,3,6
күрергә,күрергә,CV-SVS-CV,3,7
һәм,һәм,CVS,1,3
әнисен,әнисен,V-SV-CVS,3,6
куандырырга,куандырырга,CV-VS-CV-SVS-CV,5,11
вакыты,wакыты,SV-CV-CV,3,6
да,да,CV,1,2
җае,җаjы,CV-SV,2,4
да,да,CV,1,2
табылмый,табылмыj,CV-CVS-SVS,3,8
ничек,ничек,SV-CVC,2,5
моңа,моңа,SV-SV,2,4
күңел,күңел,CV-SVS,2,5
сыкранмасын,сыкранмасын,CVC-SVS-SV-CVS,4,11
ди,ди,CV,1,2
